date,industry,subindustry,type_of_product,generic_product_type,product,price_sar,company,source,url,unit_of_measurement,total_quantity,price_per_item
9/15/2025,Home,Home,H8-Disinfectant wipes,Cleaning wet wipes,"Clorox Disinfecting Bleach Free Cleaning Wipes, 75 Wipes, Pack Of 3 (Packaging May Vary)",158.0,Clorox,amazon,https://www.amazon.sa/-/en/Clorox-Disinfecting-Bleach-Cleaning-Packaging/dp/B08BKR9YT6/ref=sr_1_18?dib=eyJ2IjoiMSJ9.HGJHomU0lko92bLRaMrdsyOaq8hE4GwxKBjw2cZRiA6bCrQcDzD6EnNma8ir1-MzIsZKRvkM_xGB2pnPhtl7jgBXDfK7Ako5J_7I2F2jK0pcEJKmel4B9MUU1s0owpzxojf_iWz_EW3aDMqHF2P1tTGugqyvtnnHmc1-oD8zBjDkZNqDzTaSmNPJYKGN8AdGvzV-hgGkN5b9xWuZfL_buuM4hrO0xJi6bzB0jGPg48y_qNeTITqhibTRXsRz9RfFqHbxWe9GsuIWCUWFDKmIs4b0UtJFUkOB4VwIkg-vPQU.8CjxPHCWUuHgGL2xtGhdNOgN0VMtlmQ3vYLugvPsJDs&dib_tag=se&keywords=disinfectant+wipes&qid=1757968934&sr=8-18,units,225.0,0.7022222222222222
9/15/2025,Home,Home,H8-Disinfectant wipes,Cleaning wet wipes,"Dettol Antibacterial Wipes - Fresh, 6 x 10 Wipes",59.0,Dettol,amazon,https://www.amazon.sa/-/en/Dettol-Antibacterial-Wipes-Fresh-10/dp/B07N8VZS58/ref=sr_1_19?dib=eyJ2IjoiMSJ9.HGJHomU0lko92bLRaMrdsyOaq8hE4GwxKBjw2cZRiA6bCrQcDzD6EnNma8ir1-MzIsZKRvkM_xGB2pnPhtl7jgBXDfK7Ako5J_7I2F2jK0pcEJKmel4B9MUU1s0owpzxojf_iWz_EW3aDMqHF2P1tTGugqyvtnnHmc1-oD8zBjDkZNqDzTaSmNPJYKGN8AdGvzV-hgGkN5b9xWuZfL_buuM4hrO0xJi6bzB0jGPg48y_qNeTITqhibTRXsRz9RfFqHbxWe9GsuIWCUWFDKmIs4b0UtJFUkOB4VwIkg-vPQU.8CjxPHCWUuHgGL2xtGhdNOgN0VMtlmQ3vYLugvPsJDs&dib_tag=se&keywords=disinfectant+wipes&qid=1757968934&sr=8-19,units,60.0,0.9833333333333333
9/15/2025,Home,Home,H8-Disinfectant wipes,Cleaning wet wipes,"Clorox Fresh Scent Disinfecting All-Purpose Multi-Surface Wipes, 75 Wipes - Pack of 1",59.75,Clorox,amazon,https://www.amazon.sa/-/en/Clorox-Fresh-Disinfecting-All-Purpose-Multi-Surface/dp/B0009PCOF0/ref=sr_1_20?dib=eyJ2IjoiMSJ9.HGJHomU0lko92bLRaMrdsyOaq8hE4GwxKBjw2cZRiA6bCrQcDzD6EnNma8ir1-MzIsZKRvkM_xGB2pnPhtl7jgBXDfK7Ako5J_7I2F2jK0pcEJKmel4B9MUU1s0owpzxojf_iWz_EW3aDMqHF2P1tTGugqyvtnnHmc1-oD8zBjDkZNqDzTaSmNPJYKGN8AdGvzV-hgGkN5b9xWuZfL_buuM4hrO0xJi6bzB0jGPg48y_qNeTITqhibTRXsRz9RfFqHbxWe9GsuIWCUWFDKmIs4b0UtJFUkOB4VwIkg-vPQU.8CjxPHCWUuHgGL2xtGhdNOgN0VMtlmQ3vYLugvPsJDs&dib_tag=se&keywords=disinfectant+wipes&qid=1757968934&sr=8-20,units,75.0,0.7966666666666666
9/15/2025,Home,Home,H8-Disinfectant wipes,Cleaning wet wipes,Clorox Disinfecting Fresh Scent and Citrus Blend Wipes -105 Pieces,26.95,Clorox,amazon,https://www.amazon.sa/-/en/Clorox-Disinfecting-Fresh-Citrus-Pieces/dp/B0041PSXYA/ref=sr_1_25?dib=eyJ2IjoiMSJ9.HGJHomU0lko92bLRaMrdsyOaq8hE4GwxKBjw2cZRiA6bCrQcDzD6EnNma8ir1-MzIsZKRvkM_xGB2pnPhtl7jgBXDfK7Ako5J_7I2F2jK0pcEJKmel4B9MUU1s0owpzxojf_iWz_EW3aDMqHF2P1tTGugqyvtnnHmc1-oD8zBjDkZNqDzTaSmNPJYKGN8AdGvzV-hgGkN5b9xWuZfL_buuM4hrO0xJi6bzB0jGPg48y_qNeTITqhibTRXsRz9RfFqHbxWe9GsuIWCUWFDKmIs4b0UtJFUkOB4VwIkg-vPQU.8CjxPHCWUuHgGL2xtGhdNOgN0VMtlmQ3vYLugvPsJDs&dib_tag=se&keywords=disinfectant+wipes&qid=1757968934&sr=8-25,units,105.0,0.25666666666666665
9/15/2025,Home,Home,H8-Disinfectant wipes,Cleaning wet wipes,LYSOL Disinfecting Wipes - Lemon & Lime Blossom To-Go Flatpack 15 ct. 1 pack,22.75,Lysol,amazon,https://www.amazon.sa/-/en/LYSOL-Disinfecting-Wipes-Go-Flatpack/dp/B09VCVHFJ5/ref=sr_1_29?dib=eyJ2IjoiMSJ9.HGJHomU0lko92bLRaMrdsyOaq8hE4GwxKBjw2cZRiA6bCrQcDzD6EnNma8ir1-MzIsZKRvkM_xGB2pnPhtl7jgBXDfK7Ako5J_7I2F2jK0pcEJKmel4B9MUU1s0owpzxojf_iWz_EW3aDMqHF2P1tTGugqyvtnnHmc1-oD8zBjDkZNqDzTaSmNPJYKGN8AdGvzV-hgGkN5b9xWuZfL_buuM4hrO0xJi6bzB0jGPg48y_qNeTITqhibTRXsRz9RfFqHbxWe9GsuIWCUWFDKmIs4b0UtJFUkOB4VwIkg-vPQU.8CjxPHCWUuHgGL2xtGhdNOgN0VMtlmQ3vYLugvPsJDs&dib_tag=se&keywords=disinfectant+wipes&qid=1757968934&sr=8-29,units,15.0,1.5166666666666666
9/15/2025,Home,Home,H8-Disinfectant wipes,Cleaning wet wipes,Care Wet Wipes BKC Surface Disinfectant 4 x 50-Sheets Value Bag,71.9,Care Wet Wipes,amazon,https://www.amazon.sa/-/en/Care-Wet-Wipes-Disinfectant-50-Sheets/dp/B0CZ9GYWMT/ref=sr_1_30?dib=eyJ2IjoiMSJ9.HGJHomU0lko92bLRaMrdsyOaq8hE4GwxKBjw2cZRiA6bCrQcDzD6EnNma8ir1-MzIsZKRvkM_xGB2pnPhtl7jgBXDfK7Ako5J_7I2F2jK0pcEJKmel4B9MUU1s0owpzxojf_iWz_EW3aDMqHF2P1tTGugqyvtnnHmc1-oD8zBjDkZNqDzTaSmNPJYKGN8AdGvzV-hgGkN5b9xWuZfL_buuM4hrO0xJi6bzB0jGPg48y_qNeTITqhibTRXsRz9RfFqHbxWe9GsuIWCUWFDKmIs4b0UtJFUkOB4VwIkg-vPQU.8CjxPHCWUuHgGL2xtGhdNOgN0VMtlmQ3vYLugvPsJDs&dib_tag=se&keywords=disinfectant+wipes&qid=1757968934&sr=8-30,units,200.0,0.35950000000000004
9/15/2025,Home,Home,H8-Disinfectant wipes,Cleaning wet wipes,Care Wet Wipes Disinfecting Antibacterial Wipes 100% Natural - Pouch (25 Pieces),125.0,Care Wet Wipes,amazon,https://www.amazon.sa/-/en/Care-Wet-Wipes-Disinfecting-Antibacterial/dp/B09R7RVVL1/ref=sr_1_31?dib=eyJ2IjoiMSJ9.HGJHomU0lko92bLRaMrdsyOaq8hE4GwxKBjw2cZRiA6bCrQcDzD6EnNma8ir1-MzIsZKRvkM_xGB2pnPhtl7jgBXDfK7Ako5J_7I2F2jK0pcEJKmel4B9MUU1s0owpzxojf_iWz_EW3aDMqHF2P1tTGugqyvtnnHmc1-oD8zBjDkZNqDzTaSmNPJYKGN8AdGvzV-hgGkN5b9xWuZfL_buuM4hrO0xJi6bzB0jGPg48y_qNeTITqhibTRXsRz9RfFqHbxWe9GsuIWCUWFDKmIs4b0UtJFUkOB4VwIkg-vPQU.8CjxPHCWUuHgGL2xtGhdNOgN0VMtlmQ3vYLugvPsJDs&dib_tag=se&keywords=disinfectant+wipes&qid=1757968934&sr=8-31,units,25.0,5.0
9/15/2025,Home,Home,H8-Disinfectant wipes,Cleaning wet wipes,"Lysol Disinfecting Wipes, Crisp Linen, 80ct,Packaging May Vary",74.0,Lysol,amazon,https://www.amazon.sa/-/en/Lysol-Disinfecting-Wipes-Crisp-Packaging/dp/B00FLFIGF0/ref=sr_1_32?dib=eyJ2IjoiMSJ9.HGJHomU0lko92bLRaMrdsyOaq8hE4GwxKBjw2cZRiA6bCrQcDzD6EnNma8ir1-MzIsZKRvkM_xGB2pnPhtl7jgBXDfK7Ako5J_7I2F2jK0pcEJKmel4B9MUU1s0owpzxojf_iWz_EW3aDMqHF2P1tTGugqyvtnnHmc1-oD8zBjDkZNqDzTaSmNPJYKGN8AdGvzV-hgGkN5b9xWuZfL_buuM4hrO0xJi6bzB0jGPg48y_qNeTITqhibTRXsRz9RfFqHbxWe9GsuIWCUWFDKmIs4b0UtJFUkOB4VwIkg-vPQU.8CjxPHCWUuHgGL2xtGhdNOgN0VMtlmQ3vYLugvPsJDs&dib_tag=se&keywords=disinfectant+wipes&qid=1757968934&sr=8-32,units,80.0,0.925
9/15/2025,Home,Home,H8-Disinfectant wipes,Cleaning wet wipes,"Clorox Disinfecting Wipes All-Purpose Multi-Surface, 75 Wipes - Pack of 1",59.75,Clorox,amazon,https://www.amazon.sa/-/en/Clorox-Disinfecting-Wipes-All-Purpose-Multi-Surface/dp/B0009P68U2/ref=sr_1_33?dib=eyJ2IjoiMSJ9.HGJHomU0lko92bLRaMrdsyOaq8hE4GwxKBjw2cZRiA6bCrQcDzD6EnNma8ir1-MzIsZKRvkM_xGB2pnPhtl7jgBXDfK7Ako5J_7I2F2jK0pcEJKmel4B9MUU1s0owpzxojf_iWz_EW3aDMqHF2P1tTGugqyvtnnHmc1-oD8zBjDkZNqDzTaSmNPJYKGN8AdGvzV-hgGkN5b9xWuZfL_buuM4hrO0xJi6bzB0jGPg48y_qNeTITqhibTRXsRz9RfFqHbxWe9GsuIWCUWFDKmIs4b0UtJFUkOB4VwIkg-vPQU.8CjxPHCWUuHgGL2xtGhdNOgN0VMtlmQ3vYLugvPsJDs&dib_tag=se&keywords=disinfectant+wipes&qid=1757968934&sr=8-33,units,75.0,0.7966666666666666
9/15/2025,Home,Home,H8-Disinfectant wipes,Cleaning wet wipes,Neko Germ Protection Wipes 80S Lid Pack | Disinfectant Wipes | Skin Friendly |Contains Bkc | Aloe Vera Enriched | Large Sized Wipes 200Mm X 200Mm | Pack Of 3,137.38,Neko,amazon,https://www.amazon.sa/-/en/Neko-Protection-Disinfectant-Friendly-Contains/dp/B089R9K7JY/ref=sr_1_34?dib=eyJ2IjoiMSJ9.HGJHomU0lko92bLRaMrdsyOaq8hE4GwxKBjw2cZRiA6bCrQcDzD6EnNma8ir1-MzIsZKRvkM_xGB2pnPhtl7jgBXDfK7Ako5J_7I2F2jK0pcEJKmel4B9MUU1s0owpzxojf_iWz_EW3aDMqHF2P1tTGugqyvtnnHmc1-oD8zBjDkZNqDzTaSmNPJYKGN8AdGvzV-hgGkN5b9xWuZfL_buuM4hrO0xJi6bzB0jGPg48y_qNeTITqhibTRXsRz9RfFqHbxWe9GsuIWCUWFDKmIs4b0UtJFUkOB4VwIkg-vPQU.8CjxPHCWUuHgGL2xtGhdNOgN0VMtlmQ3vYLugvPsJDs&dib_tag=se&keywords=disinfectant+wipes&qid=1757968934&sr=8-34,units,240.0,0.5724166666666667
9/15/2025,Home,Home,H8-Disinfectant wipes,Cleaning wet wipes,"Clorox Scentiva Disinfecting Wipes Tahitian Grapefruit Splash, Multi-Surface Bleach Free Cleaning, 75 Wet Wipes",66.51,Clorox,amazon,https://www.amazon.sa/-/en/Clorox-Scentiva-Disinfecting-Grapefruit-Multi-Surface/dp/B09RX2RFD6/ref=sr_1_35?dib=eyJ2IjoiMSJ9.HGJHomU0lko92bLRaMrdsyOaq8hE4GwxKBjw2cZRiA6bCrQcDzD6EnNma8ir1-MzIsZKRvkM_xGB2pnPhtl7jgBXDfK7Ako5J_7I2F2jK0pcEJKmel4B9MUU1s0owpzxojf_iWz_EW3aDMqHF2P1tTGugqyvtnnHmc1-oD8zBjDkZNqDzTaSmNPJYKGN8AdGvzV-hgGkN5b9xWuZfL_buuM4hrO0xJi6bzB0jGPg48y_qNeTITqhibTRXsRz9RfFqHbxWe9GsuIWCUWFDKmIs4b0UtJFUkOB4VwIkg-vPQU.8CjxPHCWUuHgGL2xtGhdNOgN0VMtlmQ3vYLugvPsJDs&dib_tag=se&keywords=disinfectant+wipes&qid=1757968934&sr=8-35,units,75.0,0.8868
9/15/2025,Home,Home,H8-Disinfectant wipes,Cleaning wet wipes,"Clorox Expert Disinfecting Wipes Fresh Scent, 30 Wipes, Canister",46.95,Clorox,amazon,https://www.amazon.sa/-/en/Clorox-Expert-Disinfecting-Wipes-Canister/dp/B08FTP3W6F/ref=sr_1_36?dib=eyJ2IjoiMSJ9.HGJHomU0lko92bLRaMrdsyOaq8hE4GwxKBjw2cZRiA6bCrQcDzD6EnNma8ir1-MzIsZKRvkM_xGB2pnPhtl7jgBXDfK7Ako5J_7I2F2jK0pcEJKmel4B9MUU1s0owpzxojf_iWz_EW3aDMqHF2P1tTGugqyvtnnHmc1-oD8zBjDkZNqDzTaSmNPJYKGN8AdGvzV-hgGkN5b9xWuZfL_buuM4hrO0xJi6bzB0jGPg48y_qNeTITqhibTRXsRz9RfFqHbxWe9GsuIWCUWFDKmIs4b0UtJFUkOB4VwIkg-vPQU.8CjxPHCWUuHgGL2xtGhdNOgN0VMtlmQ3vYLugvPsJDs&dib_tag=se&keywords=disinfectant+wipes&qid=1757968934&sr=8-36,units,30.0,1.5650000000000002
9/15/2025,Home,Home,H8-Disinfectant wipes,Cleaning wet wipes,"AROKLEEN 99.99% 96 Count Germ Protection Multipurpose Thick & Soft Wet Wipes, 100% Alcohol-Free, Disinfectant Sanitizer Wet Wipes for Skin & Surfaces, Aloe Vera Fragrance, Anti Germ Pack of 2",86.98,Aro Kleen,amazon,https://www.amazon.sa/-/en/Germ-Multipurpose-Wipes-Alcohol-Free-Disinfectant/dp/B0C5XW3DYN/ref=sr_1_37?dib=eyJ2IjoiMSJ9.HGJHomU0lko92bLRaMrdsyOaq8hE4GwxKBjw2cZRiA6bCrQcDzD6EnNma8ir1-MzIsZKRvkM_xGB2pnPhtl7jgBXDfK7Ako5J_7I2F2jK0pcEJKmel4B9MUU1s0owpzxojf_iWz_EW3aDMqHF2P1tTGugqyvtnnHmc1-oD8zBjDkZNqDzTaSmNPJYKGN8AdGvzV-hgGkN5b9xWuZfL_buuM4hrO0xJi6bzB0jGPg48y_qNeTITqhibTRXsRz9RfFqHbxWe9GsuIWCUWFDKmIs4b0UtJFUkOB4VwIkg-vPQU.8CjxPHCWUuHgGL2xtGhdNOgN0VMtlmQ3vYLugvPsJDs&dib_tag=se&keywords=disinfectant+wipes&qid=1757968934&sr=8-37,units,192.0,0.4530208333333334
9/15/2025,Home,Home,H8-Disinfectant wipes,Cleaning wet wipes,V Care Disinfectant Multi-Purpose Anti Bacterial Wipes - 48'S | Kills 99.9% Of Germs | Cleans And Protects Surfaces | (Pack Of 12),320.0,V Care,amazon,https://www.amazon.sa/-/en/Care-Disinfectant-Multi-Purpose-Bacterial-Wipes/dp/B08GLD2WZF/ref=sr_1_39?dib=eyJ2IjoiMSJ9.HGJHomU0lko92bLRaMrdsyOaq8hE4GwxKBjw2cZRiA6bCrQcDzD6EnNma8ir1-MzIsZKRvkM_xGB2pnPhtl7jgBXDfK7Ako5J_7I2F2jK0pcEJKmel4B9MUU1s0owpzxojf_iWz_EW3aDMqHF2P1tTGugqyvtnnHmc1-oD8zBjDkZNqDzTaSmNPJYKGN8AdGvzV-hgGkN5b9xWuZfL_buuM4hrO0xJi6bzB0jGPg48y_qNeTITqhibTRXsRz9RfFqHbxWe9GsuIWCUWFDKmIs4b0UtJFUkOB4VwIkg-vPQU.8CjxPHCWUuHgGL2xtGhdNOgN0VMtlmQ3vYLugvPsJDs&dib_tag=se&keywords=disinfectant+wipes&qid=1757968934&sr=8-39,units,576.0,0.5555555555555556
