type_of_product,generic_product_type,sub_industry,industry,price_per_unit_sar,total_quantity,unit_of_measurement_mlgunits,channel
C5-Car spray wax,Vehicle dry wash exterior cleaner,Automotive,Transportation,139.0,473.0,mL,E-commerce
C5-Car spray wax,Vehicle dry wash exterior cleaner,Automotive,Transportation,114.0,600.0,mL,E-commerce
C6-Car engine degreaser,Degreaser,Automotive,Transportation,25.0,500.0,mL,E-commerce
C6-Car engine degreaser,Degreaser,Automotive,Transportation,378.0,5000.0,mL,B2B
C6-Car engine degreaser,Degreaser,Automotive,Transportation,400.0,473.0,mL,B2B
C6-Car engine degreaser,Degreaser,Automotive,Transportation,43.0,481.0,mL,E-commerce
C6-Car engine degreaser,Degreaser,Automotive,Transportation,112.0,945.0,mL,E-commerce
C6-Car engine degreaser,Degreaser,Automotive,Transportation,60.0,443.0,mL,E-commerce
C6-Car engine degreaser,Degreaser,Automotive,Transportation,34.0,500.0,mL,E-commerce
C6-Car rust remover,Rust remover,Automotive,Transportation,17.39,50.0,mL,E-commerce
C6-Car rust remover,Rust remover,Automotive,Transportation,25.0,100.0,mL,E-commerce
C6-Car rust remover,Rust remover,Automotive,Transportation,164.0,250.0,mL,E-commerce
C6-Car rust remover,Rust remover,Automotive,Transportation,121.0,100.0,mL,E-commerce
C6-Car rust remover,Rust remover,Automotive,Transportation,24.0,355.0,mL,E-commerce
C6-Car rust remover,Rust remover,Automotive,Transportation,29.0,200.0,mL,E-commerce
C6-Car rust remover,Rust remover,Automotive,Transportation,35.0,400.0,mL,E-commerce
C6-Car rust remover,Rust remover,Automotive,Transportation,194.0,300.0,mL,E-commerce
C6-Car rust remover,Rust remover,Automotive,Transportation,46.0,100.0,mL,E-commerce
C6-Car rust remover,Rust remover,Automotive,Transportation,166.0,300.0,mL,E-commerce
C6-Car tar remover,Degreaser,Automotive,Transportation,59.0,425.0,mL,E-commerce
C6-Car tar remover,Degreaser,Automotive,Transportation,65.0,473.0,mL,E-commerce
C6-Car tar remover,Degreaser,Automotive,Transportation,40.0,500.0,mL,E-commerce
C6-Car tar remover,Degreaser,Automotive,Transportation,39.0,250.0,mL,E-commerce
C6-Car tar remover,Degreaser,Automotive,Transportation,39.0,473.0,mL,E-commerce
C6-Car tar remover,Degreaser,Automotive,Transportation,131.0,226.0,mL,E-commerce
C6-Car tar remover,Degreaser,Automotive,Transportation,80.0,300.0,mL,E-commerce
C6-Car tar remover,Degreaser,Automotive,Transportation,99.0,425.0,mL,E-commerce
C6-Car tar remover,Degreaser,Automotive,Transportation,82.0,300.0,mL,E-commerce
C6-Car tar remover,Degreaser,Automotive,Transportation,124.0,907.0,mL,E-commerce
C7-Graffiti remover,Ink and paint remover,Automotive,Transportation,59.0,710.0,mL,E-commerce
C7-Graffiti remover,Ink and paint remover,Automotive,Transportation,130.0,946.0,mL,E-commerce
C7-Graffiti remover,Ink and paint remover,Automotive,Transportation,30.0,330.0,mL,E-commerce
C7-Graffiti remover,Ink and paint remover,Automotive,Transportation,155.0,650.0,mL,E-commerce
C7-Graffiti remover,Ink and paint remover,Automotive,Transportation,262.0,500.0,mL,E-commerce
C7-Graffiti remover,Ink and paint remover,Automotive,Transportation,129.0,453.0,mL,E-commerce
C7-Graffiti remover,Ink and paint remover,Automotive,Transportation,116.0,20.0,Units,E-commerce
C7-Graffiti remover,Ink and paint remover,Automotive,Transportation,59.0,710.0,mL,E-commerce
C7-Graffiti remover,Ink and paint remover,Automotive,Transportation,39.0,100.0,mL,E-commerce
C7-Graffiti remover,Ink and paint remover,Automotive,Transportation,69.0,50.0,mL,E-commerce
C7-Adhesive remover for vehicles,Adhesive remover,Automotive,Transportation,108.0,473.0,mL,E-commerce
C7-Adhesive remover for vehicles,Adhesive remover,Automotive,Transportation,33.0,450.0,mL,E-commerce
C7-Adhesive remover for vehicles,Adhesive remover,Automotive,Transportation,23.0,450.0,mL,E-commerce
C7-Adhesive remover for vehicles,Adhesive remover,Automotive,Transportation,142.0,651.0,mL,E-commerce
C7-Adhesive remover for vehicles,Adhesive remover,Automotive,Transportation,192.0,425.0,mL,E-commerce
C7-Adhesive remover for vehicles,Adhesive remover,Automotive,Transportation,82.0,650.0,mL,E-commerce
C7-Adhesive remover for vehicles,Adhesive remover,Automotive,Transportation,45.0,450.0,mL,E-commerce
C7-Adhesive remover for vehicles,Adhesive remover,Automotive,Transportation,222.0,340.0,mL,E-commerce
C7-Adhesive remover for vehicles,Adhesive remover,Automotive,Transportation,74.0,30.0,mL,E-commerce
C7-Adhesive remover for vehicles,Adhesive remover,Automotive,Transportation,36.0,250.0,mL,E-commerce
C2-Tire shiner,Surface lubricant and protectant,Automotive,Transportation,239.0,25000.0,mL,B2B
C4-Car dashboard and plastic protectant,Surface lubricant and protectant,Automotive,Transportation,60.0,200.0,mL,B2B
C4-Car dashboard and plastic protectant,Surface lubricant and protectant,Automotive,Transportation,462.0,25000.0,mL,B2B
C5-Car chrome and metal shine,Surface lubricant and protectant,Automotive,Transportation,141.0,407.0,mL,E-commerce
C5-Car chrome and metal shine,Surface lubricant and protectant,Automotive,Transportation,104.0,237.0,mL,E-commerce
C5-Car chrome and metal shine,Surface lubricant and protectant,Automotive,Transportation,85.0,177.0,mL,E-commerce
C5-Car chrome and metal shine,Surface lubricant and protectant,Automotive,Transportation,84.0,96.0,mL,E-commerce
C5-Car chrome and metal shine,Surface lubricant and protectant,Automotive,Transportation,139.0,250.0,mL,E-commerce
C5-Car chrome and metal shine,Surface lubricant and protectant,Automotive,Transportation,234.0,273.0,mL,E-commerce
C5-Car chrome and metal shine,Surface lubricant and protectant,Automotive,Transportation,76.0,355.0,mL,E-commerce
C5-Car chrome and metal shine,Surface lubricant and protectant,Automotive,Transportation,57.0,250.0,mL,E-commerce
C4-Car upholstery cleaner,Upholstery cleaner,Automotive,Transportation,341.0,5000.0,mL,B2B
C4-Car upholstery cleaner,Upholstery cleaner,Automotive,Transportation,170.0,1000.0,mL,B2B
C4-Car upholstery cleaner,Upholstery cleaner,Automotive,Transportation,240.0,1000.0,mL,E-commerce
C4-Car upholstery cleaner,Upholstery cleaner,Automotive,Transportation,41.0,650.0,mL,E-commerce
C4-Car upholstery cleaner,Upholstery cleaner,Automotive,Transportation,88.0,623.0,mL,E-commerce
C4-Car upholstery cleaner,Upholstery cleaner,Automotive,Transportation,70.0,250.0,mL,E-commerce
C3-Car glass cleaner,Glass cleaner,Automotive,Transportation,10.0,118.0,mL,E-commerce
C3-Car glass cleaner,Glass cleaner,Automotive,Transportation,130.0,25000.0,mL,B2B
C3-Car glass cleaner,Glass cleaner,Automotive,Transportation,65.75,561.0,mL,B2B
C3-Windshield water repellent,Water repellent formula,Automotive,Transportation,59.75,680.0,mL,B2B
C3-Car glass cleaner,Glass cleaner,Automotive,Transportation,27.75,710.0,mL,B2B
C4-Car leather cleaner,Leather and vinyl cleaner,Automotive,Transportation,49.0,450.0,mL,E-commerce
C4-Car leather cleaner,Leather and vinyl cleaner,Automotive,Transportation,36.0,510.0,mL,E-commerce
C4-Car leather cleaner,Leather and vinyl cleaner,Automotive,Transportation,99.0,340.0,mL,E-commerce
C4-Car leather cleaner,Leather and vinyl cleaner,Automotive,Transportation,63.0,907.0,mL,E-commerce
C4-Car leather cleaner,Leather and vinyl cleaner,Automotive,Transportation,31.0,240.0,mL,E-commerce
C4-Car leather cleaner,Leather and vinyl cleaner,Automotive,Transportation,74.0,453.0,mL,E-commerce
C4-Car leather cleaner,Leather and vinyl cleaner,Automotive,Transportation,63.0,510.0,mL,E-commerce
C5-Car water spot remover,Stain remover,Automotive,Transportation,44.0,473.0,mL,B2B
C4-Car odor eliminator,Odor eliminator,Automotive,Transportation,64.0,50.0,mL,E-commerce
C4-Car odor eliminator,Odor eliminator,Automotive,Transportation,92.0,227.0,mL,E-commerce
C4-Car odor eliminator,Odor eliminator,Automotive,Transportation,193.0,474.0,mL,E-commerce
C4-Car odor eliminator,Odor eliminator,Automotive,Transportation,80.0,473.0,mL,E-commerce
C4-Car odor eliminator,Odor eliminator,Automotive,Transportation,42.0,22.0,mL,E-commerce
C4-Car odor eliminator,Odor eliminator,Automotive,Transportation,52.0,250.0,mL,E-commerce
C4-Car odor eliminator,Odor eliminator,Automotive,Transportation,70.0,150.0,mL,E-commerce
C4-Car odor eliminator,Odor eliminator,Automotive,Transportation,128.0,500.0,mL,E-commerce
C4-Car odor eliminator,Odor eliminator,Automotive,Transportation,5.0,50.0,mL,B2B
C1-Car wash shampoo,Vehicle wet wash shampoo,Automotive,Transportation,48.0,750.0,mL,B2B
C1-Waterless car wash product,Vehicle dry wash exterior cleaner,Automotive,Transportation,119.0,768.0,mL,E-commerce
C1-Waterless car wash product,Vehicle dry wash exterior cleaner,Automotive,Transportation,35.0,473.0,mL,E-commerce
C1-Waterless car wash product,Vehicle dry wash exterior cleaner,Automotive,Transportation,50.0,473.0,mL,E-commerce
C1-Waterless car wash product,Vehicle dry wash exterior cleaner,Automotive,Transportation,48.0,710.0,mL,E-commerce
C1-Waterless car wash product,Vehicle dry wash exterior cleaner,Automotive,Transportation,69.0,473.0,mL,E-commerce
C1-Waterless car wash product,Vehicle dry wash exterior cleaner,Automotive,Transportation,33.0,769.0,mL,E-commerce
C1-Waterless car wash product,Vehicle dry wash exterior cleaner,Automotive,Transportation,105.0,5000.0,mL,B2B
C2-Tire shiner,Surface lubricant and protectant,Automotive,Transportation,41.26,473.0,mL,E-commerce
C2-Tire shiner,Surface lubricant and protectant,Automotive,Transportation,63.76,538.0,mL,E-commerce
C5-Car vinyl top cleaner,Surface lubricant and protectant,Automotive,Transportation,66.0,473.0,mL,E-commerce
C2-Tire shiner,Surface lubricant and protectant,Automotive,Transportation,40.0,500.0,mL,E-commerce
C2-Tire shiner,Surface lubricant and protectant,Automotive,Transportation,50.0,425.0,mL,E-commerce
C2-Tire shiner,Surface lubricant and protectant,Automotive,Transportation,47.0,500.0,mL,B2B
C1-Car wash shampoo,Vehicle wet wash shampoo,Automotive,Transportation,79.0,2000.0,mL,B2B
C1-Car wash shampoo,Vehicle wet wash shampoo,Automotive,Transportation,48.0,1000.0,mL,B2B
C1-Car wash shampoo,Vehicle wet wash shampoo,Automotive,Transportation,79.0,5000.0,mL,B2B
H5-Wax and floor polish,Floor polish,Home,Households,116.26,500.0,mL,B2B
H6-Wood polish for furniture,Furniture polish,Home,Households,174.0,946.353,mL,B2B
H5-Wax and floor polish,Floor polish,Home,Households,84.39,453.59,mL,B2B
H5-Wax and floor polish,Floor polish,Home,Households,136.89,1000.0,mL,B2B
H5-Wax and floor polish,Floor polish,Home,Households,65.63,946.353,mL,B2B
H6-Wood polish for furniture,Furniture polish,Home,Households,70.0,473.176,mL,B2B
H5-Wax and floor polish,Floor polish,Home,Households,134.0,400.0,mL,B2B
H5-Wax and floor polish,Floor polish,Home,Households,310.0,3780.0,mL,B2B
F1-FM wood furniture cleaner,Furniture polish,Facilities management,Facilities management,90.0,3000.0,mL,B2B
F5-FM streak-free glass cleaner for large window areas,Glass cleaner,Facilities management,Facilities management,86.0,5000.0,mL,B2B
F2-FM general hard floor cleaner,Floor cleaner,Facilities management,Facilities management,48.0,15000.0,mL,B2B
F4-FM heavy-duty toilet and urinal cleaner,"Toilet, shower and tile cleaner",Facilities management,Facilities management,83.0,7470.0,mL,B2B
F4-FM heavy-duty toilet and urinal cleaner,"Toilet, shower and tile cleaner",Facilities management,Facilities management,57.0,4000.0,mL,B2B
F3-FM broad-spectrum disinfectant for surfaces and touchpoints,Disinfectant and cleaner,Facilities management,Facilities management,69.0,5000.0,mL,B2B
F7-FM air freshener,Air freshener,Facilities management,Facilities management,29.0,1280.0,mL,B2B
A7-Aicraft wet wash shampoo,Vehicle wet wash shampoo,Aviation,Transportation,4630.43,200000.0,mL,B2B
F4-FM heavy-duty toilet and urinal cleaner,"Toilet, shower and tile cleaner",Facilities management,Facilities management,739.0,3000.0,mL,B2B
F4-FM heavy-duty toilet and urinal cleaner,"Toilet, shower and tile cleaner",Facilities management,Facilities management,399.0,5000.0,mL,B2B
F4-FM heavy-duty toilet and urinal cleaner,"Toilet, shower and tile cleaner",Facilities management,Facilities management,278.0,3780.0,mL,B2B
F4-FM heavy-duty toilet and urinal cleaner,"Toilet, shower and tile cleaner",Facilities management,Facilities management,101.95,4500.0,mL,B2B
F2-FM general hard floor cleaner,Floor cleaner,Facilities management,Facilities management,140.81,10000.0,mL,B2B
F5-FM streak-free glass cleaner for large window areas,Glass cleaner,Facilities management,Facilities management,140.8,10000.0,mL,B2B
F1-FM wood furniture cleaner,Furniture polish,Facilities management,Facilities management,357.83,10000.0,mL,B2B
F7-FM odor eliminator,Odor eliminator,Facilities management,Facilities management,592.0,2010.0,mL,B2B
F2-FM general hard floor cleaner,Floor cleaner,Facilities management,Facilities management,184.0,1000.0,mL,B2B
F8-FM stainless steel polish and cleaner for fixtures and fittings,Stainless steel cleaner,Facilities management,Facilities management,302.55,10000.0,mL,B2B
H9-Fabric refresher,Fabric refresher,Home,Households,138.0,1000.0,mL,B2B
H9-Fabric refresher,Fabric refresher,Home,Households,64.0,300.0,mL,B2B
F9-FM epoxy cleaner for heavy-traffic parking lot area,Epoxy cleaner,Facilities management,Facilities management,140.0,5000.0,mL,B2B
A2-Broad-spectrum disinfectant for surfaces,Disinfectant and cleaner,Aviation,Transportation,245.88,8400.0,mL,B2B
F4-FM hand soap,Hand soap,Facilities management,Facilities management,956.8,50000.0,mL,B2B
F3-FM broad-spectrum disinfectant for surfaces and touchpoints,Disinfectant and cleaner,Facilities management,Facilities management,978.0,75000.0,mL,B2B
F4-FM heavy-duty toilet and urinal cleaner,"Toilet, shower and tile cleaner",Facilities management,Facilities management,1237.0,50000.0,mL,B2B
F11-Liquid detergent,Detergent (liquid),Facilities management,Facilities management,1027.0,50000.0,mL,B2B
F5-FM streak-free glass cleaner for large window areas,Glass cleaner,Facilities management,Facilities management,534.0,25000.0,mL,B2B
F2-FM high performance carpet shampoo,Carpet shampoo,Facilities management,Facilities management,3342.0,100000.0,mL,B2B
F2-FM general hard floor cleaner,Floor cleaner,Facilities management,Facilities management,2012.0,50000.0,mL,B2B
F2-FM general hard floor cleaner,Floor cleaner,Facilities management,Facilities management,28980.0,350000.0,mL,B2B
C5-Car gum remover,Gum remover,Automotive,Transportation,88.0,350.0,mL,E-commerce
C5-Car gum remover,Gum remover,Automotive,Transportation,13.19,100.0,mL,E-commerce
C5-Car gum remover,Gum remover,Automotive,Transportation,39.95,236.0,mL,E-commerce
H9-Liquid detergent,Detergent (liquid),Home,Households,109.0,34080.0,mL,E-commerce
H9-Liquid detergent,Detergent (liquid),Home,Households,109.0,34080.0,mL,E-commerce
H12-Hand soap,Hand soap,Home,Households,90.0,4000.0,mL,E-commerce
H5-Hardwood floor cleaner,Floor cleaner,Home,Households,74.0,12000.0,mL,E-commerce
H9-Stain remover for laundry,Stain remover,Home,Households,175.0,400.0,mL,E-commerce
H9-Stain remover for laundry,Stain remover,Home,Households,299.0,3000.0,mL,E-commerce
H2-Glass cleaner,Glass cleaner,Home,Households,55.0,3000.0,mL,E-commerce
H10-Liquid dish soap,Dishwashing soap,Home,Households,90.0,6000.0,mL,E-commerce
H9-Stain remover for laundry,Stain remover,Home,Households,29.0,500.0,mL,E-commerce
F2-FM general hard floor cleaner,Floor cleaner,Facilities management,Facilities management,744.0,10000.0,mL,E-commerce
H2-Glass cleaner,Glass cleaner,Home,Households,16.0,500.0,mL,E-commerce
H2-Glass cleaner,Glass cleaner,Home,Households,13.95,750.0,mL,E-commerce
H2-Glass cleaner,Glass cleaner,Home,Households,31.9,750.0,mL,E-commerce
H2-Glass cleaner,Glass cleaner,Home,Households,14.0,750.0,mL,E-commerce
H2-Glass cleaner,Glass cleaner,Home,Households,4.95,600.0,mL,E-commerce
H2-Glass cleaner,Glass cleaner,Home,Households,10.35,4000.0,mL,E-commerce
H2-Glass cleaner,Glass cleaner,Home,Households,30.25,4000.0,mL,E-commerce
H2-Glass cleaner,Glass cleaner,Home,Households,8.95,500.0,mL,E-commerce
H2-Glass cleaner,Glass cleaner,Home,Households,15.4,4000.0,mL,E-commerce
H2-Glass cleaner,Glass cleaner,Home,Households,20.3,2000.0,mL,E-commerce
H2-Glass cleaner,Glass cleaner,Home,Households,10.95,400.0,mL,E-commerce
H2-Glass cleaner,Glass cleaner,Home,Households,79.0,236.0,mL,E-commerce
H2-Glass cleaner,Glass cleaner,Home,Households,6.5,690.0,mL,E-commerce
H2-Glass cleaner,Glass cleaner,Home,Households,12.95,5000.0,mL,E-commerce
H2-Glass cleaner,Glass cleaner,Home,Households,23.95,1500.0,mL,E-commerce
H2-Glass cleaner,Glass cleaner,Home,Households,16.0,500.0,mL,E-commerce
H2-Glass cleaner,Glass cleaner,Home,Households,33.85,750.0,mL,E-commerce
H2-Glass cleaner,Glass cleaner,Home,Households,709.0,709.0,mL,E-commerce
H2-Glass cleaner,Glass cleaner,Home,Households,46.95,3780.0,mL,E-commerce
H2-Glass cleaner,Glass cleaner,Home,Households,49.0,500.0,mL,E-commerce
H3-Kitchen degreaser,Degreaser,Home,Households,44.91,120.0,mL,E-commerce
H3-Kitchen degreaser,Degreaser,Home,Households,14.95,650.0,mL,E-commerce
H3-Kitchen degreaser,Degreaser,Home,Households,23.2,500.0,mL,E-commerce
H3-Kitchen degreaser,Degreaser,Home,Households,63.85,500.0,mL,E-commerce
H3-Kitchen degreaser,Degreaser,Home,Households,20.0,750.0,mL,E-commerce
H3-Kitchen degreaser,Degreaser,Home,Households,40.0,1000.0,mL,E-commerce
H3-Kitchen degreaser,Degreaser,Home,Households,43.81,750.0,mL,E-commerce
H3-Kitchen degreaser,Degreaser,Home,Households,79.0,1500.0,mL,E-commerce
H3-Kitchen degreaser,Degreaser,Home,Households,13.5,500.0,mL,E-commerce
H3-Kitchen degreaser,Degreaser,Home,Households,39.0,500.0,mL,E-commerce
H3-Kitchen degreaser,Degreaser,Home,Households,19.95,650.0,mL,E-commerce
H3-Kitchen degreaser,Degreaser,Home,Households,22.95,1300.0,mL,E-commerce
H3-Kitchen degreaser,Degreaser,Home,Households,11.95,750.0,mL,E-commerce
H3-Oven and grill cleaner,Degreaser,Home,Households,73.25,750.0,mL,E-commerce
H3-Kitchen degreaser,Degreaser,Home,Households,23.95,750.0,mL,E-commerce
H3-Kitchen degreaser,Degreaser,Home,Households,27.95,750.0,mL,E-commerce
H3-Kitchen degreaser,Degreaser,Home,Households,39.95,414.0,mL,E-commerce
H3-Kitchen degreaser,Degreaser,Home,Households,11.95,750.0,mL,E-commerce
H3-Kitchen degreaser,Degreaser,Home,Households,22.0,750.0,mL,E-commerce
H3-Kitchen degreaser,Degreaser,Home,Households,44.95,500.0,mL,E-commerce
H3-Oven and grill cleaner,Degreaser,Home,Households,68.5,750.0,mL,E-commerce
H3-Oven and grill cleaner,Degreaser,Home,Households,20.05,300.0,mL,E-commerce
H3-Oven and grill cleaner,Degreaser,Home,Households,72.0,429.0,mL,E-commerce
H3-Oven and grill cleaner,Degreaser,Home,Households,30.5,500.0,mL,E-commerce
H3-Oven and grill cleaner,Degreaser,Home,Households,47.75,429.0,mL,E-commerce
H3-Oven and grill cleaner,Degreaser,Home,Households,26.5,900.0,mL,E-commerce
H3-Oven and grill cleaner,Degreaser,Home,Households,44.75,414.0,mL,E-commerce
H3-Oven and grill cleaner,Degreaser,Home,Households,20.05,300.0,mL,E-commerce
H3-Oven and grill cleaner,Degreaser,Home,Households,124.0,562.0,mL,E-commerce
H3-Oven and grill cleaner,Degreaser,Home,Households,140.29,769.0,mL,E-commerce
H3-Oven and grill cleaner,Degreaser,Home,Households,73.25,750.0,mL,E-commerce
H3-Oven and grill cleaner,Degreaser,Home,Households,13.95,300.0,mL,E-commerce
H3-Oven and grill cleaner,Degreaser,Home,Households,39.0,375.0,mL,E-commerce
H3-Oven and grill cleaner,Degreaser,Home,Households,62.95,500.0,mL,E-commerce
H3-Oven and grill cleaner,Degreaser,Home,Households,22.0,500.0,mL,E-commerce
H3-Oven and grill cleaner,Degreaser,Home,Households,22.0,400.0,mL,E-commerce
H3-Oven and grill cleaner,Degreaser,Home,Households,39.95,499.0,mL,E-commerce
H3-Oven and grill cleaner,Degreaser,Home,Households,49.95,710.0,mL,E-commerce
H3-Oven and grill cleaner,Degreaser,Home,Households,33.95,400.0,mL,E-commerce
H3-Oven and grill cleaner,Degreaser,Home,Households,94.0,355.0,mL,E-commerce
H3-Stainless steel cleaner,Stainless steel cleaner,Home,Households,44.95,503.0,mL,E-commerce
H3-Stainless steel cleaner,Stainless steel cleaner,Home,Households,49.95,236.0,mL,E-commerce
H3-Stainless steel cleaner,Stainless steel cleaner,Home,Households,27.0,400.0,mL,E-commerce
H3-Stainless steel cleaner,Stainless steel cleaner,Home,Households,69.0,250.0,mL,E-commerce
H3-Stainless steel cleaner,Stainless steel cleaner,Home,Households,76.0,435.0,mL,E-commerce
H3-Stainless steel cleaner,Stainless steel cleaner,Home,Households,34.95,680.0,mL,E-commerce
H3-Stainless steel cleaner,Stainless steel cleaner,Home,Households,165.0,473.0,mL,E-commerce
H3-Stainless steel cleaner,Stainless steel cleaner,Home,Households,77.95,300.0,mL,E-commerce
H3-Stainless steel cleaner,Stainless steel cleaner,Home,Households,94.0,444.0,mL,E-commerce
H3-Stainless steel cleaner,Stainless steel cleaner,Home,Households,23.92,500.0,mL,E-commerce
H3-Stainless steel cleaner,Stainless steel cleaner,Home,Households,44.95,355.0,mL,E-commerce
H3-Stainless steel cleaner,Stainless steel cleaner,Home,Households,59.0,700.0,mL,E-commerce
H3-Stainless steel cleaner,Stainless steel cleaner,Home,Households,22.7,400.0,mL,E-commerce
H3-Stainless steel cleaner,Stainless steel cleaner,Home,Households,49.95,497.0,mL,E-commerce
H3-Stainless steel cleaner,Stainless steel cleaner,Home,Households,110.0,355.0,mL,E-commerce
H3-Stainless steel cleaner,Stainless steel cleaner,Home,Households,59.95,482.0,mL,E-commerce
H3-Stainless steel cleaner,Stainless steel cleaner,Home,Households,24.0,500.0,mL,E-commerce
H3-Stainless steel cleaner,Stainless steel cleaner,Home,Households,49.95,236.0,mL,E-commerce
H3-Stainless steel cleaner,Stainless steel cleaner,Home,Households,87.0,444.0,mL,E-commerce
H4-Toilet bowl cleaner,"Toilet, shower and tile cleaner",Home,Households,22.0,709.0,mL,E-commerce
H4-Toilet bowl cleaner,"Toilet, shower and tile cleaner",Home,Households,51.85,2250.0,mL,E-commerce
H4-Toilet bowl cleaner,"Toilet, shower and tile cleaner",Home,Households,4.6,1000.0,mL,E-commerce
H4-Toilet bowl cleaner,"Toilet, shower and tile cleaner",Home,Households,19.5,709.0,mL,E-commerce
H4-Toilet bowl cleaner,"Toilet, shower and tile cleaner",Home,Households,16.95,750.0,mL,E-commerce
H4-Toilet bowl cleaner,"Toilet, shower and tile cleaner",Home,Households,7.5,1180.0,mL,E-commerce
H4-Toilet bowl cleaner,"Toilet, shower and tile cleaner",Home,Households,79.0,104.0,mL,E-commerce
H4-Toilet bowl cleaner,"Toilet, shower and tile cleaner",Home,Households,19.75,710.0,mL,E-commerce
H4-Toilet bowl cleaner,"Toilet, shower and tile cleaner",Home,Households,156.35,1418.0,mL,E-commerce
H4-Toilet bowl cleaner,"Toilet, shower and tile cleaner",Home,Households,12.5,750.0,mL,E-commerce
H4-Toilet bowl cleaner,"Toilet, shower and tile cleaner",Home,Households,13.95,750.0,mL,E-commerce
H4-Toilet bowl cleaner,"Toilet, shower and tile cleaner",Home,Households,6.5,946.0,mL,E-commerce
H4-Toilet bowl cleaner,"Toilet, shower and tile cleaner",Home,Households,5.95,1000.0,mL,E-commerce
H4-Toilet bowl cleaner,"Toilet, shower and tile cleaner",Home,Households,19.5,709.0,mL,E-commerce
H4-Toilet bowl cleaner,"Toilet, shower and tile cleaner",Home,Households,11.95,1000.0,mL,E-commerce
H4-Toilet bowl cleaner,"Toilet, shower and tile cleaner",Home,Households,34.55,750.0,mL,E-commerce
H4-Toilet bowl cleaner,"Toilet, shower and tile cleaner",Home,Households,11.95,750.0,mL,E-commerce
H4-Toilet bowl cleaner,"Toilet, shower and tile cleaner",Home,Households,23.45,750.0,mL,E-commerce
H4-Toilet bowl cleaner,"Toilet, shower and tile cleaner",Home,Households,15.0,1000.0,mL,E-commerce
H4-Toilet bowl cleaner,"Toilet, shower and tile cleaner",Home,Households,22.4,750.0,mL,E-commerce
H4-Shower and tub cleaner,"Toilet, shower and tile cleaner",Home,Households,49.9,120.0,mL,E-commerce
H4-Shower and tub cleaner,"Toilet, shower and tile cleaner",Home,Households,39.75,946.0,mL,E-commerce
H4-Shower and tub cleaner,"Toilet, shower and tile cleaner",Home,Households,54.75,946.0,mL,E-commerce
H4-Shower and tub cleaner,"Toilet, shower and tile cleaner",Home,Households,39.95,946.0,mL,E-commerce
H4-Shower and tub cleaner,"Toilet, shower and tile cleaner",Home,Households,23.0,750.0,mL,E-commerce
H4-Shower and tub cleaner,"Toilet, shower and tile cleaner",Home,Households,20.95,500.0,mL,E-commerce
H4-Shower and tub cleaner,"Toilet, shower and tile cleaner",Home,Households,69.99,120.0,mL,E-commerce
H4-Shower and tub cleaner,"Toilet, shower and tile cleaner",Home,Households,114.52,828.0,mL,E-commerce
H4-Shower and tub cleaner,"Toilet, shower and tile cleaner",Home,Households,105.47,800.0,mL,E-commerce
H4-Shower and tub cleaner,"Toilet, shower and tile cleaner",Home,Households,295.05,3784.0,mL,E-commerce
H4-Shower and tub cleaner,"Toilet, shower and tile cleaner",Home,Households,26.0,60.0,mL,E-commerce
H4-Shower and tub cleaner,"Toilet, shower and tile cleaner",Home,Households,31.35,1000.0,mL,E-commerce
H4-Shower and tub cleaner,"Toilet, shower and tile cleaner",Home,Households,39.95,946.0,mL,E-commerce
H4-Shower and tub cleaner,"Toilet, shower and tile cleaner",Home,Households,49.95,770.0,mL,E-commerce
H4-Shower and tub cleaner,"Toilet, shower and tile cleaner",Home,Households,679.0,3312.0,mL,E-commerce
H4-Tile and grout cleaner,"Toilet, shower and tile cleaner",Home,Households,135.0,1000.0,mL,E-commerce
H4-Shower and tub cleaner,"Toilet, shower and tile cleaner",Home,Households,641.0,946.0,mL,E-commerce
H4-Mold and mildew remover,Disinfectant and cleaner,Home,Households,64.0,100.0,mL,E-commerce
H4-Mold and mildew remover,Disinfectant and cleaner,Home,Households,79.98,400.0,mL,E-commerce
H4-Mold and mildew remover,Disinfectant and cleaner,Home,Households,23.0,750.0,mL,E-commerce
H4-Mold and mildew remover,Disinfectant and cleaner,Home,Households,38.01,60.0,mL,E-commerce
H4-Mold and mildew remover,Disinfectant and cleaner,Home,Households,120.55,417.0,mL,E-commerce
H4-Mold and mildew remover,Disinfectant and cleaner,Home,Households,25.11,946.0,mL,E-commerce
H4-Mold and mildew remover,Disinfectant and cleaner,Home,Households,199.31,947.0,mL,E-commerce
H4-Mold and mildew remover,Disinfectant and cleaner,Home,Households,89.0,148.0,mL,E-commerce
H4-Mold and mildew remover,Disinfectant and cleaner,Home,Households,100.0,946.0,mL,E-commerce
H4-Mold and mildew remover,Disinfectant and cleaner,Home,Households,44.1,60.0,mL,E-commerce
H4-Mold and mildew remover,Disinfectant and cleaner,Home,Households,27.95,750.0,mL,E-commerce
H4-Mold and mildew remover,Disinfectant and cleaner,Home,Households,41.45,94.0,mL,E-commerce
H4-Mold and mildew remover,Disinfectant and cleaner,Home,Households,44.0,60.0,mL,E-commerce
H4-Tile and grout cleaner,"Toilet, shower and tile cleaner",Home,Households,135.0,1000.0,mL,E-commerce
H4-Mold and mildew remover,Disinfectant and cleaner,Home,Households,394.0,946.0,mL,E-commerce
H4-Mold and mildew remover,Disinfectant and cleaner,Home,Households,88.8,100.0,mL,E-commerce
